"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1624","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRole.java","3","99","Parameter 'roleStartDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1625","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRole.java","3","117","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1626","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRole.java","3","136","Avoid excessively long variable names like doNotMarketIndicator","Naming Rules","LongVariable"
"1627","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRole.java","3","136","Parameter 'doNotMarketIndicator' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1628","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRole.java","3","164","Avoid excessively long variable names like thumbnailPicturePath","Naming Rules","LongVariable"
"1629","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","10","Avoid excessively long variable names like memRolePrivilegeId","Naming Rules","LongVariable"
"1630","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","53","Avoid excessively long variable names like memRolePrivilegeId","Naming Rules","LongVariable"
"1631","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","53","Parameter 'memRolePrivilegeId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1632","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","74","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1633","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","95","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1634","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","116","Parameter 'roleId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1635","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRolePrivilege.java","3","137","Parameter 'memberRoleId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1636","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","8","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1637","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1638","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1639","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","20","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1640","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","20","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1641","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","30","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1642","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","30","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1643","com.ziksana.domain.member","src/main/java/com/ziksana/domain/member/MemberRoleType.java","3","37","Local variable 'msg' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1644","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1645","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1646","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1647","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","22","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1648","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","35","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1649","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/ConversationMode.java","3","35","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1650","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/Group.java","3","31","Parameter 'groupId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1651","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/Group.java","3","43","Parameter 'totalParticipants' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1652","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/Group.java","3","55","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1653","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/Group.java","3","67","Parameter 'groupPersonality' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1654","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/Group.java","3","79","Parameter 'isZeniSuggested' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1655","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupContext.java","3","32","Parameter 'contextId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1656","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupContext.java","3","44","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1657","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupContext.java","3","56","Parameter 'closedDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1658","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupContext.java","3","68","Parameter 'learningComponent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1659","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupContext.java","3","80","Parameter 'course' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1660","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMember.java","3","30","Parameter 'groupMemberId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1661","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMember.java","3","42","Parameter 'isLead' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1662","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMember.java","3","54","Parameter 'isNominated' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1663","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMember.java","3","66","Parameter 'isVolunteered' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1664","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMember.java","3","78","Parameter 'totalMemberTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1665","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberActivity.java","3","28","Parameter 'activityId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1666","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberActivity.java","3","40","Parameter 'startTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1667","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberActivity.java","3","52","Parameter 'endTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1668","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberActivity.java","3","64","Parameter 'desription' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1669","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberActivity.java","3","76","Parameter 'groupMember' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1670","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberConversation.java","3","34","Parameter 'conversationId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1671","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberConversation.java","3","46","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1672","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberConversation.java","3","58","Parameter 'startTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1673","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberConversation.java","3","70","Parameter 'endTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1674","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMemberConversation.java","3","82","Parameter 'conversationMode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1675","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","20","Avoid excessively long variable names like postingGroupMember","Naming Rules","LongVariable"
"1676","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","31","Parameter 'messageId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1677","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","43","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1678","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","55","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1679","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","67","Parameter 'isVotingAllowed' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1680","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","79","Parameter 'messageType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1681","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupMessage.java","3","115","Avoid excessively long variable names like postingGroupMember","Naming Rules","LongVariable"
"1682","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1683","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1684","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1685","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","22","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1686","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","35","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1687","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/GroupPersonality.java","3","35","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1688","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1689","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1690","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1691","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","22","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1692","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","35","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1693","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageType.java","3","35","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1694","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1695","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1696","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1697","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","22","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1698","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","35","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1699","com.ziksana.domain.member.collaboration","src/main/java/com/ziksana/domain/member/collaboration/MessageVisibility.java","3","35","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1700","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1701","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","19","Private field 'blogPostId' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1702","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1703","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","21","Private field 'title' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1704","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1705","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","23","Private field 'content' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1706","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1707","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","25","Private field 'postingMember' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1708","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1709","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","27","Private field 'createDate' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1710","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","37","Parameter 'blogPostId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1711","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","37","Parameter 'content' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1712","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","37","Parameter 'title' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1713","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","38","Parameter 'createDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1714","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","38","Parameter 'postingMember' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1715","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/BlogPost.java","3","96","Avoid variables with short names like o","Naming Rules","ShortVariable"
"1716","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1717","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1718","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","16","Avoid excessively long variable names like commentingMemberRoleId","Naming Rules","LongVariable"
"1719","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1720","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1721","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","21","Parameter 'comment' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1722","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","21","Parameter 'commentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1723","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","22","Avoid excessively long variable names like commentingMemberRoleId","Naming Rules","LongVariable"
"1724","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","22","Parameter 'commentingMemberRoleId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1725","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Comment.java","3","22","Parameter 'createDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1726","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","10","Classes implementing Serializable should set a serialVersionUID","JavaBean Rules","MissingSerialVersionUID"
"1727","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1728","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1729","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1730","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","18","Avoid excessively long variable names like creatingMemberRoleId","Naming Rules","LongVariable"
"1731","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1732","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1733","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","24","Parameter 'blogTagId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1734","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","24","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1735","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","24","Parameter 'type' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1736","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","25","Avoid excessively long variable names like creatingMemberRoleId","Naming Rules","LongVariable"
"1737","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","25","Parameter 'createDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1738","com.ziksana.domain.myblogs","src/main/java/com/ziksana/domain/myblogs/Tag.java","3","25","Parameter 'creatingMemberRoleId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1739","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","12","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1740","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","12","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"1741","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","1","12","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"1742","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1743","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1744","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","16","Avoid excessively long variable names like pollDisplayEndDate","Naming Rules","LongVariable"
"1745","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1746","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","21","Avoid excessively long variable names like targetedMemberRoleType","Naming Rules","LongVariable"
"1747","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1748","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","30","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1749","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","30","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1750","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","40","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1751","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","40","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1752","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","48","Parameter 'creatorMember' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1753","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","56","Parameter 'pollType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1754","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","72","Parameter 'pollEndDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1755","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","73","Avoid excessively long variable names like pollDisplayEndDate","Naming Rules","LongVariable"
"1756","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","117","Avoid excessively long variable names like targetedMemberRoleType","Naming Rules","LongVariable"
"1757","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","149","Avoid variables with short names like ir","Naming Rules","ShortVariable"
"1758","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","149","Local variable 'ir' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1759","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","160","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1760","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","161","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1761","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","162","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1762","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","164","Local variable 'poll' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1763","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","166","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1764","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","184","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1765","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/Poll.java","3","194","Overriding method merely calls super","Basic Rules","UselessOverridingMethod"
"1766","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","11","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1767","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","11","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"1768","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","1","11","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"1769","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1770","com.ziksana.domain.polls","src/main/java/com/ziksana/domain/polls/PollQuestion.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
